y_real,y_pred,score_malicious
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999916331024077
Malicious,Malicious,0.9999978908382819
Malicious,Malicious,0.9999977476138011
Malicious,Malicious,0.9999944446086847
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999926803834709
Malicious,Malicious,0.9999962125509979
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999844405462004
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999923739203851
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999979516875611
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999913063098937
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999958087680755
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999959551411262
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999949416994592
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999940679553867
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999913063098937
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999925980014779
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999982326163631
Malicious,Malicious,0.9999930455550472
Malicious,Malicious,0.9999949124689866
Malicious,Benign,0.024301575566202063
Malicious,Malicious,0.9999982838818634
Malicious,Malicious,0.9999980090662158
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999987737451244
Malicious,Benign,0.00030631133224291
Malicious,Malicious,0.9999980443910549
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999980443910549
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999913063098937
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999844340869762
Malicious,Malicious,0.9999983049326082
Malicious,Malicious,0.9999871968558981
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999981893381433
Malicious,Malicious,0.9999961539562939
Malicious,Malicious,0.9999979895082616
Malicious,Malicious,0.9999824145380669
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999970658652556
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999928428192667
Malicious,Malicious,0.9999947720586553
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999913063098937
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999953463614606
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999942767738016
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999930366940356
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999883970922384
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999910644580507
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999949416994592
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999883970922384
Malicious,Malicious,0.999993047766813
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999984952210605
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999920569515458
Malicious,Malicious,0.9999982838818634
Malicious,Malicious,0.9999949416994592
Malicious,Malicious,0.9999951390428029
Malicious,Benign,0.005492756151007084
Malicious,Malicious,0.9999982874173574
Malicious,Benign,0.01926274140732515
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999961437945126
Malicious,Benign,0.0032503898564420334
Malicious,Malicious,0.9999980090662158
Malicious,Malicious,0.999997425189496
Malicious,Malicious,0.9999976792525576
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999925980014779
Malicious,Malicious,0.9999974410389314
Malicious,Benign,0.01911652629788584
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999947315725248
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999939131356195
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999953998928968
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999925522553829
Malicious,Malicious,0.9999930296175007
Malicious,Malicious,0.9999940525667785
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999979323938091
Malicious,Malicious,0.9999959794681382
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999928428192667
Malicious,Malicious,0.9999936160898214
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999976154125009
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999835241342636
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999908241942461
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999949416994592
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999942767738016
Malicious,Malicious,0.999984199291428
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999982838818634
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999984530777883
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999982574324381
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999956779880214
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999862254585888
Malicious,Malicious,0.9999929276496592
Malicious,Malicious,0.999992679899733
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.999993047766813
Malicious,Malicious,0.9980482436183393
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999908241942461
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999937264814088
Malicious,Malicious,0.9999831097497878
Malicious,Malicious,0.99999636031382
Malicious,Malicious,0.9999949124689866
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999916273226582
Malicious,Malicious,0.9999959551411262
Malicious,Malicious,0.9999896120869916
Malicious,Malicious,0.9999878183636576
Malicious,Malicious,0.9999961129464494
Malicious,Malicious,0.9999981856001727
Malicious,Malicious,0.9999797364998271
Malicious,Malicious,0.9999911119166097
Malicious,Malicious,0.9999951390428029
Malicious,Malicious,0.9999916273226582
