,Pred_Backdoor_Malware,Pred_BenignTraffic,Pred_BrowserHijacking,Pred_CommandInjection,Pred_DDoS-ACK_Fragmentation,Pred_DDoS-HTTP_Flood,Pred_DDoS-ICMP_Flood,Pred_DDoS-ICMP_Fragmentation,Pred_DDoS-PSHACK_Flood,Pred_DDoS-RSTFINFlood,Pred_DDoS-SYN_Flood,Pred_DDoS-SlowLoris,Pred_DDoS-SynonymousIP_Flood,Pred_DDoS-TCP_Flood,Pred_DDoS-UDP_Flood,Pred_DDoS-UDP_Fragmentation,Pred_DictionaryBruteForce,Pred_DNS_Spoofing,Pred_DoS-HTTP_Flood,Pred_DoS-SYN_Flood,Pred_DoS-TCP_Flood,Pred_DoS-UDP_Flood,Pred_MITM-ArpSpoofing,Pred_Mirai-greeth_flood,Pred_Mirai-greip_flood,Pred_Mirai-udpplain,Pred_Recon-HostDiscovery,Pred_Recon-OSScan,Pred_Recon-PingSweep,Pred_Recon-PortScan,Pred_SqlInjection,Pred_Uploading_Attack,Pred_VulnerabilityScan,Pred_XSS
Real_DNS_Spoofing,0.0175,0.0325,0.0125,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.6925,0.0,0.0,0.0,0.0,0.1625,0.0,0.0,0.0,0.0125,0.005,0.0075,0.0,0.0025,0.01,0.01,0.0225
Real_DoS-HTTP_Flood,0.0,0.0,0.0,0.0,0.0,0.0975,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.8975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0
Real_DoS-SYN_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.0,0.1575,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DoS-TCP_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DoS-UDP_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.6775,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_MITM-ArpSpoofing,0.02,0.0225,0.035,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1575,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0025,0.02,0.0025,0.005,0.0175,0.0,0.0125
Real_Mirai-greeth_flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9725,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Mirai-greip_flood,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Mirai-udpplain,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Recon-HostDiscovery,0.045,0.025,0.05,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0025,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.6225,0.02,0.0075,0.035,0.03,0.02,0.0225,0.0675
Real_Recon-OSScan,0.015,0.17,0.025,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0075,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.045,0.2175,0.1,0.1875,0.0825,0.0025,0.0725,0.015
Real_Recon-PingSweep,0.0225,0.1,0.015,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.065,0.4125,0.0175,0.135,0.015,0.0925,0.02
Real_Recon-PortScan,0.015,0.09,0.015,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425,0.0025,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0875,0.1375,0.0675,0.305,0.095,0.0075,0.11,0.0075
Real_SqlInjection,0.035,0.0525,0.02,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.015,0.02,0.1,0.03,0.4075,0.0125,0.1675,0.07
Real_Uploading_Attack,0.16,0.056,0.036,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.024,0.02,0.044,0.004,0.044,0.24,0.02,0.244
Real_VulnerabilityScan,0.035,0.0725,0.045,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0075,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.045,0.04,0.0625,0.0275,0.2425,0.015,0.3025,0.045
Real_XSS,0.195,0.06,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.005,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.045,0.0125,0.0175,0.0075,0.0625,0.0775,0.0425,0.2925
