y_real,y_pred
DNS_Spoofing,DictionaryBruteForce
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-OSScan
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-PortScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,SqlInjection
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,CommandInjection
DNS_Spoofing,CommandInjection
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DictionaryBruteForce
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BenignTraffic
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-PortScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Backdoor_Malware
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DictionaryBruteForce
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BenignTraffic
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-PortScan
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BenignTraffic
DNS_Spoofing,XSS
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-PortScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,Uploading_Attack
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BenignTraffic
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,SqlInjection
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-PingSweep
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,XSS
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,XSS
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,Backdoor_Malware
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,XSS
DNS_Spoofing,BenignTraffic
DNS_Spoofing,Recon-OSScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,XSS
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DictionaryBruteForce
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Backdoor_Malware
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Backdoor_Malware
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DictionaryBruteForce
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-PingSweep
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,Recon-PortScan
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,SqlInjection
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,Recon-HostDiscovery
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DictionaryBruteForce
DNS_Spoofing,BenignTraffic
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,XSS
DNS_Spoofing,DDoS-UDP_Flood
DNS_Spoofing,Recon-PortScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-HostDiscovery
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Backdoor_Malware
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,XSS
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,BenignTraffic
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,Recon-OSScan
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,Recon-PortScan
DNS_Spoofing,DDoS-UDP_Flood
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,Recon-HostDiscovery
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DictionaryBruteForce
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,BrowserHijacking
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,DNS_Spoofing
DNS_Spoofing,VulnerabilityScan
DNS_Spoofing,Backdoor_Malware
DNS_Spoofing,MITM-ArpSpoofing
DNS_Spoofing,MITM-ArpSpoofing
DoS-SYN_Flood,DoS-SYN_Flood
DoS-SYN_Flood,DoS-SYN_Flood
DoS-SYN_Flood,DDoS-SYN_Flood
DoS-SYN_Flood,DDoS-TCP_Flood
DoS-SYN_Flood,DDoS-SYN_Flood
DoS-SYN_Flood,DoS-SYN_Flood
DoS-SYN_Flood,DoS-SYN_Flood
DoS-SYN_Flood,DoS-SYN_Flood
DoS-SYN_Flood,DoS-SYN_Flood
DoS-SYN_Flood,DoS-UDP_Flood
