,Pred_Backdoor_Malware,Pred_BenignTraffic,Pred_BrowserHijacking,Pred_CommandInjection,Pred_DDoS-ACK_Fragmentation,Pred_DDoS-HTTP_Flood,Pred_DDoS-ICMP_Flood,Pred_DDoS-ICMP_Fragmentation,Pred_DDoS-PSHACK_Flood,Pred_DDoS-RSTFINFlood,Pred_DDoS-SYN_Flood,Pred_DDoS-SlowLoris,Pred_DDoS-SynonymousIP_Flood,Pred_DDoS-TCP_Flood,Pred_DDoS-UDP_Flood,Pred_DDoS-UDP_Fragmentation,Pred_DictionaryBruteForce,Pred_DNS_Spoofing,Pred_DoS-HTTP_Flood,Pred_DoS-SYN_Flood,Pred_DoS-TCP_Flood,Pred_DoS-UDP_Flood,Pred_MITM-ArpSpoofing,Pred_Mirai-greeth_flood,Pred_Mirai-greip_flood,Pred_Mirai-udpplain,Pred_Recon-HostDiscovery,Pred_Recon-OSScan,Pred_Recon-PingSweep,Pred_Recon-PortScan,Pred_SqlInjection,Pred_Uploading_Attack,Pred_VulnerabilityScan,Pred_XSS
Real_DoS-TCP_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DoS-UDP_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3175,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_MITM-ArpSpoofing,0.035,0.01,0.0225,0.015,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.18,0.0,0.0,0.0,0.0,0.6525,0.0,0.0,0.0,0.0,0.0,0.0225,0.005,0.01,0.01,0.005,0.015
Real_Mirai-greeth_flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Mirai-greip_flood,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Mirai-udpplain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Recon-HostDiscovery,0.045,0.0275,0.0575,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,0.0025,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.5525,0.035,0.015,0.04,0.02,0.0175,0.035,0.07
Real_Recon-OSScan,0.0225,0.1525,0.0275,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.045,0.255,0.07,0.1575,0.1125,0.0,0.0675,0.0175
Real_Recon-PingSweep,0.03,0.0825,0.015,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725,0.0075,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.005,0.055,0.365,0.0275,0.14,0.0125,0.135,0.0275
Real_Recon-PortScan,0.03,0.0825,0.015,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0025,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0825,0.1625,0.06,0.2775,0.1175,0.005,0.085,0.015
Real_SqlInjection,0.0425,0.0525,0.035,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0275,0.07,0.0325,0.425,0.015,0.18,0.0675
Real_Uploading_Attack,0.148,0.056,0.04,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.004,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.012,0.004,0.024,0.004,0.068,0.192,0.024,0.256
Real_VulnerabilityScan,0.0325,0.06,0.0425,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0325,0.03,0.0675,0.0375,0.2225,0.015,0.305,0.0625
Real_XSS,0.1725,0.0425,0.035,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.025,0.0175,0.0175,0.01,0.06,0.105,0.035,0.315
