y_real,y_pred,score_malicious
Malicious,Malicious,0.9998464450949188
Malicious,Malicious,0.9998189876935928
Malicious,Malicious,0.9967323132095146
Malicious,Malicious,0.999871430759805
Malicious,Benign,0.000549188845005764
Malicious,Malicious,0.9997769373870684
Malicious,Malicious,0.9998714311994308
Malicious,Malicious,0.9998464443593912
Malicious,Malicious,0.9998479755173793
Malicious,Malicious,0.999758196935889
Malicious,Malicious,0.9997439815489684
Malicious,Malicious,0.9997588060647112
Malicious,Malicious,0.9998000602406856
Malicious,Malicious,0.999825865153222
Malicious,Malicious,0.9997833450337978
Malicious,Benign,0.6211390867431246
Malicious,Malicious,0.9998464674073068
Malicious,Malicious,0.99982873880641
Malicious,Malicious,0.999773692297402
Malicious,Malicious,0.999846456872036
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.9998451458822174
Malicious,Malicious,0.9998464925719088
Malicious,Malicious,0.9998464450949188
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998466185467404
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998287327348804
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.999768562677988
Malicious,Malicious,0.999871430759805
Malicious,Malicious,0.9998466185467404
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998714303163464
Malicious,Malicious,0.9998287313212638
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.9998179920123864
Malicious,Malicious,0.9998466185467404
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998404514960912
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.9998466185467404
Malicious,Benign,0.017097142464062
Malicious,Malicious,0.9998254581448398
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.9996257205966054
Malicious,Malicious,0.9998464344425758
Malicious,Malicious,0.999825865153222
Malicious,Malicious,0.9998430056689372
Malicious,Malicious,0.9998467098777156
Malicious,Malicious,0.9995901981536972
Malicious,Malicious,0.9998464595965668
Malicious,Malicious,0.9998464441397614
Malicious,Malicious,0.99986442182461
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998464450949188
Malicious,Malicious,0.999831866204092
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998714303163464
Malicious,Malicious,0.9998464440688396
Malicious,Malicious,0.9998287327348804
